language,uni_lemma,lexical_class,category,definition,word_clean
German,a,function_words,quantifiers,ein,ein
German,a,function_words,quantifiers,einer,einer
German,a,function_words,quantifiers,eine,eine
German,a little,function_words,quantifiers,ein bisschen,ein bisschen
German,above,function_words,locations,über,über
German,airplane,nouns,vehicles,Flugzeug,Flugzeug
German,also,function_words,quantifiers,auch,auch
German,animal,nouns,animals,Tier,Tier
German,another,function_words,quantifiers,andere,andere
German,another,function_words,quantifiers,anderer,anderer
German,ant,nouns,animals,Ameise,Ameise
German,apple,nouns,food_drink,Apfel,Apfel
German,arm,nouns,body_parts,Arm,Arm
German,armchair,nouns,furniture_rooms,Sessel,Sessel
German,away,function_words,locations,weg,weg
German,back,function_words,locations,zurück,zurück
German,bad,adjectives,descriptive_words,schlecht,schlecht
German,bad,adjectives,descriptive_words,böse,böse
German,ball,nouns,toys,Ball,Ball
German,balloon,nouns,toys,Luftballon,Luftballon
German,banana,nouns,food_drink,Banane,Banane
German,bathroom,nouns,furniture_rooms,Klo/Toilette,Klo
German,bathroom,nouns,furniture_rooms,Badezimmer,Badezimmer
German,bathtub,nouns,furniture_rooms,Badewanne,Badewanne
German,beach,function_words,quantifiers,jeder,jeder
German,beans,nouns,food_drink,Bohnen,Bohnen
German,bear,nouns,animals,Bär,Bär
German,bed,nouns,furniture_rooms,Bett,Bett
German,bedroom,nouns,furniture_rooms,Schlafzimmer,Schlafzimmer
German,bee,nouns,animals,Biene,Biene
German,belly button,nouns,body_parts,Bauchnabel,Bauchnabel
German,bib,nouns,clothing,Lätzchen,Lätzchen
German,bicycle,nouns,vehicles,Fahrrad,Fahrrad
German,big,adjectives,descriptive_words,groß,groß
German,bird,nouns,animals,Vogel,Vogel
German,bite,verbs,action_words,beißen,beißen
German,black,adjectives,descriptive_words,schwarz,schwarz
German,blanket,nouns,household,Decke,Decke
German,blow,verbs,action_words,pusten,pusten
German,blue,adjectives,descriptive_words,blau,blau
German,boat,nouns,vehicles,Schiff,Schiff
German,book,nouns,toys,Buch,Buch
German,boots,nouns,clothing,Stiefel,Stiefel
German,bottle,nouns,household,Flasche,Flasche
German,box,nouns,household,Dose,Dose
German,bread,nouns,food_drink,Brot,Brot
German,break,verbs,action_words,kaputt machen,kaputt machen
German,bring,verbs,action_words,bringen,bringen
German,broken,adjectives,descriptive_words,kaputt,kaputt
German,broom,nouns,household,Besen,Besen
German,brush (object),nouns,household,Bürste,Bürste
German,bucket,nouns,household,Eimer,Eimer
German,bug,nouns,animals,Käfer,Käfer
German,bun,nouns,food_drink,Brötchen,Brötchen
German,bunny,nouns,animals,Hase,Hase
German,bus,nouns,vehicles,Bus,Bus
German,butt,nouns,body_parts,Popo,Popo
German,butter,nouns,food_drink,Butter,Butter
German,butterfly,nouns,animals,Schmetterling,Schmetterling
German,buy,verbs,action_words,kaufen,kaufen
German,cacao,nouns,food_drink,Kakao,Kakao
German,cake,nouns,food_drink,Kuchen,Kuchen
German,camera,nouns,household,Kamera,Kamera
German,can (auxiliary),function_words,helping_verbs,kann,kann
German,can (auxiliary),function_words,helping_verbs,können,können
German,car,nouns,vehicles,Auto,Auto
German,careful,adjectives,descriptive_words,vorsichtig,vorsichtig
German,carry,verbs,action_words,tragen,tragen
German,cat,nouns,animals,Katze,Katze
German,catch,verbs,action_words,fangen,fangen
German,cereal,nouns,food_drink,Müsli,Müsli
German,cheek,nouns,body_parts,Wange,Wange
German,cheese,nouns,food_drink,Käse,Käse
German,chick,nouns,animals,Küken,Küken
German,chicken (animal),nouns,animals,Huhn,Huhn
German,chin,nouns,body_parts,Kinn,Kinn
German,chocolate,nouns,food_drink,Schokolade,Schokolade
German,clap,verbs,action_words,klatschen,klatschen
German,clean (action),verbs,action_words,sauber machen,sauber machen
German,clean (action),verbs,action_words,aufräumen,aufräumen
German,clean (description),adjectives,descriptive_words,sauber,sauber
German,climb,verbs,action_words,klettern,klettern
German,clock,nouns,household,Uhr,Uhr
German,close,verbs,action_words,zumachen,zumachen
German,cloud,nouns,outside,Wolke,Wolke
German,coat,nouns,clothing,Mantel,Mantel
German,coffee,nouns,food_drink,Kaffee,Kaffee
German,cold,adjectives,descriptive_words,kalt,kalt
German,comb (object),nouns,household,Kamm,Kamm
German,cookie,nouns,food_drink,Keks,Keks
German,couch,nouns,furniture_rooms,Sofa,Sofa
German,cover (action),verbs,action_words,zudecken,zudecken
German,cover (object),nouns,household,Deckel,Deckel
German,cow,nouns,animals,Kuh,Kuh
German,crocodile,nouns,animals,Krokodil,Krokodil
German,cry,verbs,action_words,weinen,weinen
German,cup,nouns,household,Becher,Becher
German,cup,nouns,household,Tasse,Tasse
German,cute,adjectives,descriptive_words,niedlich,niedlich
German,dance,verbs,action_words,tanzen,tanzen
German,dark,adjectives,descriptive_words,dunkel,dunkel
German,deer,nouns,animals,Reh,Reh
German,diaper,nouns,clothing,Windel,Windel
German,dirty,adjectives,descriptive_words,schmutzig,schmutzig
German,dog,nouns,animals,Hund,Hund
German,doll,nouns,toys,Puppe,Puppe
German,donkey,nouns,animals,Esel,Esel
German,door,nouns,furniture_rooms,Tür,Tür
German,draw,verbs,action_words,malen,malen
German,draw,verbs,action_words,zeichnen,zeichnen
German,drawer,nouns,furniture_rooms,Schublade,Schublade
German,dress (object),nouns,clothing,Kleid,Kleid
German,drink (action),verbs,action_words,trinken,trinken
German,drive,verbs,action_words,fahren,fahren
German,dry (action),verbs,action_words,trocknen,trocknen
German,dry (description),adjectives,descriptive_words,trocken,trocken
German,duck,nouns,animals,Ente,Ente
German,ear,nouns,body_parts,Ohr,Ohr
German,eat,verbs,action_words,essen,essen
German,elephant,nouns,animals,Elefant,Elefant
German,empty,adjectives,descriptive_words,leer,leer
German,eye,nouns,body_parts,Auge,Auge
German,face,nouns,body_parts,Gesicht,Gesicht
German,fall,verbs,action_words,fallen,fallen
German,fast,adjectives,descriptive_words,schnell,schnell
German,feed,verbs,action_words,füttern,füttern
German,feet,nouns,body_parts,Füße,Füße
German,find,verbs,action_words,finden,finden
German,fine,adjectives,descriptive_words,fein,fein
German,finger,nouns,body_parts,Finger,Finger
German,finish,verbs,action_words,fertig machen,fertig machen
German,flower,nouns,outside,Blume,Blume
German,fly (animal),nouns,animals,Fliege,Fliege
German,food,nouns,food_drink,Essen,Essen
German,for,function_words,locations,für,für
German,for,function_words,locations,bei,bei
German,fork,nouns,household,Gabel,Gabel
German,fox,nouns,animals,Fuchs,Fuchs
German,frog,nouns,animals,Frosch,Frosch
German,full,adjectives,descriptive_words,voll,voll
German,garage,nouns,furniture_rooms,Garage,Garage
German,garden,nouns,outside,Garten,Garten
German,get,verbs,action_words,kriegen,kriegen
German,giraffe,nouns,animals,Giraffe,Giraffe
German,give,verbs,action_words,geben,geben
German,glass,nouns,household,Glas,Glas
German,gloves,nouns,clothing,Handschuhe,Handschuhe
German,go for a walk,verbs,action_words,spazieren gehen,spazieren gehen
German,good,adjectives,descriptive_words,gut,gut
German,goose,nouns,animals,Gans,Gans
German,grapes,nouns,food_drink,Weintrauben,Weintrauben
German,grass,nouns,outside,Gras,Gras
German,green,adjectives,descriptive_words,grün,grün
German,hair,nouns,body_parts,Haare,Haare
German,hammer,nouns,household,Hammer,Hammer
German,hand,nouns,body_parts,Hand,Hand
German,hard,adjectives,descriptive_words,hart,hart
German,hat,nouns,clothing,Mütze,Mütze
German,have,verbs,action_words,haben,haben
German,he,function_words,pronouns,er,er
German,head,nouns,body_parts,Kopf,Kopf
German,hear,verbs,action_words,hören,hören
German,heavy,adjectives,descriptive_words,schwer,schwer
German,hedgehog,nouns,animals,Igel,Igel
German,help,verbs,action_words,helfen,helfen
German,her,function_words,pronouns,ihr,ihr
German,here,function_words,locations,hier,hier
German,hide,verbs,action_words,verstecken,verstecken
German,high,adjectives,descriptive_words,hoch,hoch
German,him,function_words,pronouns,ihm,ihm
German,hippopotamus,nouns,animals,Nilpferd,Nilpferd
German,his,function_words,pronouns,sein,sein
German,hit,verbs,action_words,stoßen,stoßen
German,hit,verbs,action_words,hauen,hauen
German,hit,verbs,action_words,schlagen,schlagen
German,hold,verbs,action_words,halten,halten
German,honey,nouns,food_drink,Honig,Honig
German,horse,nouns,animals,Pferd,Pferd
German,hot,adjectives,descriptive_words,heiß,heiß
German,how,function_words,question_words,wie,wie
German,hurry,verbs,action_words,beeilen,beeilen
German,hurt (description),adjectives,descriptive_words,verletzt,verletzt
German,ice cream,nouns,food_drink,Eis,Eis
German,in,function_words,locations,in,in
German,inside,function_words,locations,rein,rein
German,it,function_words,pronouns,es,es
German,jacket,nouns,clothing,Jacke,Jacke
German,jam,nouns,food_drink,Marmelade,Marmelade
German,jeans,nouns,clothing,Jeans,Jeans
German,juice,nouns,food_drink,Saft,Saft
German,jump,verbs,action_words,springen,springen
German,keys,nouns,household,Schlüssel,Schlüssel
German,keys,nouns,household,Schüssel,Schüssel
German,kick,verbs,action_words,treten,treten
German,kiss,verbs,action_words,küssen,küssen
German,kitchen,nouns,furniture_rooms,Küche,Küche
German,knee,nouns,body_parts,Knie,Knie
German,knife,nouns,household,Messer,Messer
German,ladder,nouns,outside,Leiter,Leiter
German,lamp,nouns,household,Lampe,Lampe
German,laugh,verbs,action_words,lachen,lachen
German,leg,nouns,body_parts,Bein,Bein
German,lick,verbs,action_words,lecken,lecken
German,lift,verbs,action_words,aufheben,aufheben
German,light (object),nouns,household,Licht,Licht
German,like this,function_words,connecting_words,so,so
German,lion,nouns,animals,Löwe,Löwe
German,little (description),adjectives,descriptive_words,klein,klein
German,living room,nouns,furniture_rooms,Wohnzimmer,Wohnzimmer
German,loud,adjectives,descriptive_words,laut,laut
German,make,verbs,action_words,machen,machen
German,many,function_words,quantifiers,viel,viel
German,me,function_words,pronouns,mich,mich
German,me,function_words,pronouns,mir,mir
German,meat,nouns,food_drink,Fleisch,Fleisch
German,medicine,nouns,household,Medizin,Medizin
German,milk,nouns,food_drink,Milch,Milch
German,mine,function_words,pronouns,meiner,meiner
German,monkey,nouns,animals,Affe,Affe
German,moon,nouns,outside,Mond,Mond
German,more,function_words,quantifiers,mehr,mehr
German,motorcycle,nouns,vehicles,Motorrad,Motorrad
German,mouse,nouns,animals,Maus,Maus
German,mouth,nouns,body_parts,Mund,Mund
German,my,function_words,pronouns,mein,mein
German,nail (object),nouns,household,Nagel,Nagel
German,new,adjectives,descriptive_words,neu,neu
German,nice,adjectives,descriptive_words,nett,nett
German,no,function_words,quantifiers,kein,kein
German,no,function_words,quantifiers,keiner,keiner
German,no,function_words,quantifiers,keine,keine
German,nose,nouns,body_parts,Nase,Nase
German,not,function_words,quantifiers,nicht,nicht
German,nothing,function_words,quantifiers,nichts,nichts
German,of,function_words,locations,von,von
German,off,function_words,locations,aus,aus
German,old,adjectives,descriptive_words,alt,alt
German,on,function_words,locations,auf,auf
German,open (action),verbs,action_words,öffnen,öffnen
