"word_clean","language","uni_lemma","lexical_class","category","definition","cnt","frequency","surprisal_2gm","surprisal_3gm","surprisal_4gm","surprisal_5gm","surprisal_6gm"
"abajo","Spanish (Mexican)","down","function_words","locations","abajo",146,8.09741796099086,7.96852976090113,4.28407425597244,2.99680640302643,2.678106870065,2.63584710978115
"abeja","Spanish (Mexican)","bee","nouns","animals","abeja",7,11.1351144336439,10.8797885563724,8.1925452457839,7.27246373044201,6.20472603582524,6.20472603582524
"abrir","Spanish (Mexican)","open (action)","verbs","action_words","abrir",76,8.75029124241286,7.91462538071709,5.55261495029487,3.93258353124369,2.65910510102038,2.4669907947408
"acabar","Spanish (Mexican)","finish","verbs","action_words","acabar(se)",10,10.7784394897051,11.3941516079992,7.53015118618231,3.31292251509932,2.07097300365436,1.78352609186275
"acabar","Spanish (Mexican)","finish","verbs","action_words","acabar",10,10.7784394897051,11.3941516079992,7.53015118618231,3.31292251509932,2.07097300365436,1.78352609186275
"adentro","Spanish (Mexican)","inside","function_words","locations","adentro",50,9.16900157727105,8.85790121903363,3.93139528714665,2.84356346557139,2.25232376916438,2.23232376916438
"afuera","Spanish (Mexican)","out","function_words","locations","afuera",22,9.98998212934088,7.52827405940191,4.353329755962,0.920306390840597,0.371360227338287,0.371360227338287
"agua","Spanish (Mexican)","water (beverage)","nouns","food_drink","agua",329,7.28496683193382,6.23069433434464,3.52184239860381,2.55555052654039,2.2240636761407,2.16357538392692
"ahí","Spanish (Mexican)","there","function_words","locations","ahí",2234,5.36947560307005,5.86387912502119,4.46919229256081,3.65871701589265,3.40864005149902,3.34658233219743
"alberca","Spanish (Mexican)","pool","nouns","outside","alberca/piscina",NA,NA,NA,NA,NA,NA,NA
"alla","Spanish (Mexican)","there","function_words","locations","alla/allí",NA,NA,NA,NA,NA,NA,NA
"allí","Spanish (Mexican)","there","function_words","locations","alla/allí",111,8.37149438138686,8.09588231569864,5.68187018569846,5.14787527880166,4.90024118218558,4.86030461094885
"almohada","Spanish (Mexican)","pillow","nouns","household","almohada",NA,NA,NA,NA,NA,NA,NA
"amarillo","Spanish (Mexican)","yellow","adjectives","descriptive_words","amarillo",96,8.51667639123136,8.85488783950867,4.94344005440664,3.41902456536998,3.21575865767011,3.1923755045318
"animal","Spanish (Mexican)","animal","nouns","animals","animal",24,9.90297075235125,9.42676994145623,6.0042858662799,4.94473557048067,4.34098696534539,4.27494686114868
"apagar","Spanish (Mexican)","turn off","verbs","action_words","apagar",14,10.4419672530839,9.87084322833127,7.90046230997054,5.3249244487416,3.39105450364598,3.24316955165374
"apurar","Spanish (Mexican)","hurry","verbs","action_words","apurar(se)",NA,NA,NA,NA,NA,NA,NA
"aquel","Spanish (Mexican)","that","function_words","pronouns","aquel",5,11.4715866702651,11.7980643224649,8.94698297368182,8.74698297368182,8.74698297368182,8.74698297368182
"aquella","Spanish (Mexican)","that","function_words","pronouns","aquella",14,10.4419672530839,10.5372036293916,7.68965626597731,6.4749419788752,5.96570747766484,5.96570747766484
"aquí","Spanish (Mexican)","here","function_words","locations","aquí",4084,4.76619240341464,4.97577385542708,3.71518600943814,2.98781774362086,2.73831844389418,2.68314771460574
"araña","Spanish (Mexican)","spider","nouns","animals","araña",8,11.0015830410194,11.1374939510332,3.57961527556641,1.7928287873348,1.37153273109166,1.37153273109166
"árbol","Spanish (Mexican)","tree","nouns","outside","árbol",140,8.13938216008989,6.91429731873925,4.76022196554706,3.21364428206463,2.73790719190865,2.63301686776193
"ardilla","Spanish (Mexican)","squirrel","nouns","animals","ardilla",61,8.97015071852588,8.29596583259279,5.42953705662616,2.95162990198695,2.55341457874348,2.53423548035918
"aretes","Spanish (Mexican)","earrings","nouns","clothing","aretes",NA,NA,NA,NA,NA,NA,NA
"arriba","Spanish (Mexican)","up","function_words","locations","arriba",211,7.72916644922313,7.71450775899879,4.99253832537923,3.85034973924377,3.55656793192748,3.51759924746617
"arroz","Spanish (Mexican)","rice","nouns","food_drink","arroz",39,9.41746293656955,10.0870962193275,6.49113245775446,5.23905032074334,4.62379806797703,4.45495287565085
"aspiradora","Spanish (Mexican)","vacuum","nouns","household","aspiradora",NA,NA,NA,NA,NA,NA,NA
"atole","Spanish (Mexican)","atole","nouns","food_drink","atole",NA,NA,NA,NA,NA,NA,NA
"atrás","Spanish (Mexican)","back (location)","function_words","locations","atrás",74,8.77695948949502,7.43191980440957,3.27522327905991,2.0010625763558,1.62919110382525,1.62919110382525
"aventar","Spanish (Mexican)","throw","verbs","action_words","aventar",NA,NA,NA,NA,NA,NA,NA
"avión","Spanish (Mexican)","airplane","nouns","vehicles","avión",10,10.7784394897051,10.2244294381855,5.15942152147955,3.91803953153321,3.7223464037224,3.7223464037224
"ayudar","Spanish (Mexican)","help","verbs","action_words","ayudar",22,9.98998212934088,8.63781378558038,4.30849958423428,1.59329939945666,0.431447868014985,0.325905681883741
"azul","Spanish (Mexican)","blue","adjectives","descriptive_words","azul",73,8.7905651415508,9.30170874877792,6.63823064813459,5.76184324074223,5.52341227350726,5.51900229960469
"babero","Spanish (Mexican)","bib","nouns","clothing","babero",2,12.3878774021392,11.3020218487798,5.41406824209705,5.12158699173648,3.8291057413759,3.8291057413759
"bacinica","Spanish (Mexican)","potty","nouns","furniture_rooms","bacinica",NA,NA,NA,NA,NA,NA,NA
"bailar","Spanish (Mexican)","dance","verbs","action_words","bailar",5,11.4715866702651,10.3248644867962,4.94235473298147,2.81735993712469,1.68858869916975,1.68858869916975
"banana","Spanish (Mexican)","banana","nouns","food_drink","plátano/banana",NA,NA,NA,NA,NA,NA,NA
"baño","Spanish (Mexican)","bathroom","nouns","furniture_rooms","baño",51,9.14919894997487,8.82854385064804,4.63888085647652,2.72231093197089,1.88845246471059,1.58013135073984
"barco","Spanish (Mexican)","boat","nouns","vehicles","barco",260,7.52034295168367,6.37032314073701,4.03581001896874,2.53416668906227,2.15341390304384,2.02991269121574
"basura","Spanish (Mexican)","trash","nouns","household","basura",8,11.0015830410194,10.4235098917728,8.33625676837798,2.62832724940648,1.98208662422619,1.98208662422619
"bat","Spanish (Mexican)","bat","nouns","toys","bat",NA,NA,NA,NA,NA,NA,NA
"bicicleta","Spanish (Mexican)","bicycle","nouns","vehicles","bicicleta",13,10.5160752252377,9.73297111600173,5.92769512457589,3.85861418881804,3.07674661664103,3.07674661664103
"bigote","Spanish (Mexican)","mustache","nouns","body_parts","bigote",6,11.2892651134711,10.3030286672763,6.66805189259464,6.13444624906637,6.08079156658514,6.08079156658514
"boca","Spanish (Mexican)","mouth","nouns","body_parts","boca",87,8.61511646404461,7.63271659229024,5.20208121932519,2.23198077748022,1.92144513417518,1.73207908048525
"bolsa","Spanish (Mexican)","purse","nouns","household","bolsa",19,10.1365856035328,9.42047332819407,5.60994020134702,3.56503530549241,2.72658378212821,2.47493327089007
"bolsa","Spanish (Mexican)","purse","nouns","clothing","bolsa (clothing)",19,10.1365856035328,9.42047332819407,5.60994020134702,3.56503530549241,2.72658378212821,2.47493327089007
"bomba","Spanish (Mexican)","balloon","nouns","toys","globo/bomba",20,10.0852923091452,10.5447677900635,5.96732759036687,4.83998901693826,4.52551368607851,4.52551368607851
"bonita","Spanish (Mexican)","pretty","adjectives","descriptive_words","bonita",183,7.87153842985777,6.85521956246055,3.6352263044311,2.55289146581151,2.24914632640295,2.2239677330848
"borrego","Spanish (Mexican)","lamb","nouns","animals","borrego",NA,NA,NA,NA,NA,NA,NA
"botas","Spanish (Mexican)","boots","nouns","clothing","botas",43,9.31982446700563,8.81577586859412,5.22759607840593,4.23278407861774,3.90146452981557,3.87820871586208
"botella","Spanish (Mexican)","bottle","nouns","household","botella/mamila",8,11.0015830410194,12.2105664250588,9.98310473939947,6.70186256879647,5.13666251383101,5.13666251383101
"botón","Spanish (Mexican)","button","nouns","clothing","botón",27,9.78518771669486,9.11082305769043,5.71281508784872,3.87118332106404,3.49704147646388,3.49704147646388
"brazo","Spanish (Mexican)","arm","nouns","body_parts","brazo",10,10.7784394897051,9.24660354938257,4.38654084985953,1.39068905956085,0.990689059560852,0.890689059560852
"brazos","Spanish (Mexican)","arm","nouns","body_parts","brazos",27,9.78518771669486,8.60128782478946,2.56939981692801,0.753042924429331,0.64193181331822,0.604894776281183
"brincar","Spanish (Mexican)","jump","verbs","action_words","brincar",NA,NA,NA,NA,NA,NA,NA
"buey","Spanish (Mexican)","ox","nouns","animals","buey",5,11.4715866702651,11.4735115807805,1.55097750043269,0.516992500144231,0.2,0.2
"búho","Spanish (Mexican)","owl","nouns","animals","búho",NA,NA,NA,NA,NA,NA,NA
"burro","Spanish (Mexican)","donkey","nouns","animals","burro",37,9.47010667005497,8.80633019273091,6.26211279406892,5.01274038326588,4.68335917809239,4.62060436471705
"caballo","Spanish (Mexican)","horse","nouns","animals","caballo",334,7.26988358972249,6.10693788111949,4.02639114543443,2.89726594702386,2.56788527999656,2.4834117091369
"cabeza","Spanish (Mexican)","head","nouns","body_parts","cabeza",159,8.01212038047896,6.83746483775038,3.77452935394691,1.90341988750794,1.60134008687429,1.44386891297968
"cabra","Spanish (Mexican)","goat","nouns","animals","cabra",94,8.53772980042919,7.5027662375654,5.14123088702173,3.33472677453205,2.9419009631658,2.87626346315046
"cachete","Spanish (Mexican)","cheek","nouns","body_parts","cachete",NA,NA,NA,NA,NA,NA,NA
"caer","Spanish (Mexican)","fall","verbs","action_words","caer(se)",146,8.09741796099086,6.54904578252841,4.17115243307224,2.16092579133493,1.23693220525931,0.802705520434187
"café","Spanish (Mexican)","coffee","nouns","food_drink","café",60,8.98668002047709,8.65713510775351,4.64347390153637,3.33606507740444,2.5189454802882,2.4689454802882
"caja","Spanish (Mexican)","box","nouns","household","caja",26,9.82292804467771,9.01842375979679,6.03347439750783,2.75599611660404,1.92423935470592,1.8088547393213
"cajón","Spanish (Mexican)","drawer","nouns","furniture_rooms","cajón",8,11.0015830410194,9.98128847913806,7.06386372058047,4.77289418627499,3.6993048568272,3.37618454423706
"calcetín","Spanish (Mexican)","sock","nouns","clothing","calcetín",2,12.3878774021392,11.0437108633472,5.32192809488736,0,0,0
"calcetines","Spanish (Mexican)","sock","nouns","clothing","calcetines",12,10.5961179329112,9.85687921892328,5.47650046932567,4.45180608215696,4.45180608215696,4.28513941549029
"caliente","Spanish (Mexican)","hot","adjectives","descriptive_words","caliente",32,9.61528867989947,8.95476186619493,6.18758075064009,4.66804731046457,4.16395817614321,4.10145817614321
"calle","Spanish (Mexican)","street","nouns","outside","calle",162,7.99342824746681,6.52892384929064,4.69789093711279,2.2452994515962,1.52865678477828,1.23166386771175
"calzón","Spanish (Mexican)","underpants","nouns","clothing","calzón",NA,NA,NA,NA,NA,NA,NA
"cama","Spanish (Mexican)","bed","nouns","furniture_rooms","cama",708,6.51858048900547,4.9930208820972,3.57035711922256,1.93411023520412,1.45432975969789,1.30563356479943
"caminar","Spanish (Mexican)","walk","verbs","action_words","caminar",2,12.3878774021392,12.447858104954,7.56371507715491,5.83399926783626,5.83399926783626,5.83399926783626
"camión","Spanish (Mexican)","truck","nouns","vehicles","camión/troca",10,10.7784394897051,10.5721956647471,6.8387756735825,2.1767201650528,1.84452735556406,1.74452735556406
"camión de bomberos","Spanish (Mexican)","firetruck","nouns","vehicles","camión de bomberos",NA,NA,NA,NA,NA,NA,NA
"campo","Spanish (Mexican)","field","nouns","outside","campo",58,9.02058157215277,7.45514783637817,4.50197602166528,2.17276875110743,1.36187634956035,1.22555064963606
"cansado","Spanish (Mexican)","tired","adjectives","descriptive_words","cansado",37,9.47010667005497,7.97982646334741,4.50982534809955,2.72169652275083,1.83201271779668,1.80498569076966
"cantar","Spanish (Mexican)","sing","verbs","action_words","cantar",57,9.03797331486464,8.75788976287642,6.23246282271044,4.17166929758132,3.0475795297464,2.95540427946165
"cara","Spanish (Mexican)","face","nouns","body_parts","cara",133,8.19067545447744,8.08530468913211,4.78801508247475,2.61292453185436,2.26583349222169,2.16016895911954
"carne","Spanish (Mexican)","meat","nouns","food_drink","carne",22,9.98998212934088,10.2660353469713,6.39866168496096,4.95191203118728,4.79844040032775,4.79844040032775
"carreola","Spanish (Mexican)","stroller","nouns","vehicles","carreola",NA,NA,NA,NA,NA,NA,NA
"carro","Spanish (Mexican)","car","nouns","vehicles","carro/coche",19,10.1365856035328,9.62238914556423,5.93356414380211,2.97094389150279,2.24993659543564,1.89441620058493
"casa","Spanish (Mexican)","house","nouns","outside","casa",892,6.28755845011918,5.30267284579728,3.31274330701569,1.72613335553673,1.23184915496918,1.09883382176175
"cenar","Spanish (Mexican)","eat dinner","verbs","action_words","cenar",99,8.4859047325646,7.94338699891325,5.00653684065169,3.47880034800836,2.69091976192076,2.47322913665228
