word_clean,n_train_instances,n_val_instances,n_total,train_frequency,all_frequency
ein,17000,4343,1802645,0.0094305867211792,0.0118398242582427
einer,772,183,1802645,0.0004282595852206,0.0005297770775721
eine,7603,1901,1802645,0.0042176912259485,0.0052722527175345
ein bisschen,93,28,1802645,0.0000515908567688,0.0000671235878390
über,541,142,1802645,0.0003001145538916,0.0003788876900333
Flugzeug,584,152,1802645,0.0003239683908923,0.0004082889309875
auch,11303,2898,1802645,0.0062702306887934,0.0078778683545568
Tier,170,38,1802645,0.0000943058672118,0.0001153860022356
andere,828,205,1802645,0.0004593250473610,0.0005730468284105
anderer,42,13,1802645,0.0000232990966053,0.0000305107217450
Ameise,7,4,1802645,0.0000038831827675,0.0000061021443490
Apfel,183,58,1802645,0.0001015174923515,0.0001336924352826
Arm,89,24,1802645,0.0000493718951873,0.0000626856646761
Sessel,21,2,1802645,0.0000116495483026,0.0000127590290934
weg,891,193,1802645,0.0004942736922689,0.0006013385885740
zurück,237,65,1802645,0.0001314734737011,0.0001675315993998
schlecht,333,98,1802645,0.0001847285516560,0.0002390931104017
böse,13,5,1802645,0.0000072116251397,0.0000099853271165
Ball,214,49,1802645,0.0001187144446078,0.0001458967239806
Luftballon,58,19,1802645,0.0000321749429311,0.0000427150104430
Banane,81,10,1802645,0.0000449339720244,0.0000504813759781
Klo,209,38,1802645,0.0001159407426310,0.0001370208776548
Badewanne,33,5,1802645,0.0000183064330470,0.0000210801350238
jeder,74,20,1802645,0.0000410507892569,0.0000521455971642
Bohnen,16,3,1802645,0.0000088758463258,0.0000105400675119
Bär,128,40,1802645,0.0000710067706065,0.0000931963864211
Bett,412,81,1802645,0.0002285530428898,0.0002734870149142
Schlafzimmer,17,7,1802645,0.0000094305867212,0.0000133137694887
Biene,21,10,1802645,0.0000116495483026,0.0000171969522563
Lätzchen,21,6,1802645,0.0000116495483026,0.0000149779906748
Fahrrad,112,43,1802645,0.0000621309242807,0.0000859847612813
groß,404,100,1802645,0.0002241151197268,0.0002795891592632
Vogel,57,14,1802645,0.0000316202025357,0.0000393865680708
beißen,32,12,1802645,0.0000177516926516,0.0000244085773960
schwarz,163,38,1802645,0.0000904226844442,0.0001115028194681
Decke,135,23,1802645,0.0000748899533741,0.0000876489824674
pusten,112,29,1802645,0.0000621309242807,0.0000782183957463
blau,293,74,1802645,0.0001625389358415,0.0002035897250984
Schiff,427,101,1802645,0.0002368741488202,0.0002929029287519
Buch,479,98,1802645,0.0002657206493791,0.0003200852081247
Stiefel,37,10,1802645,0.0000205253946284,0.0000260727985821
Flasche,62,14,1802645,0.0000343939045125,0.0000421602700476
Dose,52,7,1802645,0.0000288465005589,0.0000327296833264
Brot,157,47,1802645,0.0000870942420721,0.0001131670406541
kaputt machen,0,0,1802645,0.0000000000000000,0.0000000000000000
bringen,124,33,1802645,0.0000687878090251,0.0000870942420721
kaputt,425,124,1802645,0.0002357646680295,0.0003045524770546
Eimer,95,26,1802645,0.0000527003375595,0.0000671235878390
Käfer,64,16,1802645,0.0000355033853033,0.0000443792316291
Brötchen,56,21,1802645,0.0000310654621404,0.0000427150104430
Hase,202,45,1802645,0.0001120575598634,0.0001370208776548
Bus,519,128,1802645,0.0002879102651936,0.0003589170358002
Butter,83,21,1802645,0.0000460434528152,0.0000576930011178
Schmetterling,73,17,1802645,0.0000404960488615,0.0000499266355827
kaufen,182,50,1802645,0.0001009627519562,0.0001286997717243
Kakao,48,13,1802645,0.0000266275389774,0.0000338391641172
Kuchen,256,74,1802645,0.0001420135412131,0.0001830643304699
Kamera,44,8,1802645,0.0000244085773960,0.0000288465005589
kann,3641,970,1802645,0.0020198097795184,0.0025579079630210
können,1902,520,1802645,0.0010551162319813,0.0013435812375703
Auto,1293,269,1802645,0.0007172793312050,0.0008665044975578
vorsichtig,348,90,1802645,0.0001930496575865,0.0002429762931692
tragen,65,11,1802645,0.0000360581256986,0.0000421602700476
Katze,282,77,1802645,0.0001564367914925,0.0001991518019355
fangen,85,25,1802645,0.0000471529336059,0.0000610214434900
Müsli,58,13,1802645,0.0000321749429311,0.0000393865680708
Käse,106,28,1802645,0.0000588024819085,0.0000743352129787
Küken,67,22,1802645,0.0000371676064894,0.0000493718951873
Huhn,230,69,1802645,0.0001275902909336,0.0001658673782137
Kinn,13,3,1802645,0.0000072116251397,0.0000088758463258
Schokolade,165,29,1802645,0.0000915321652350,0.0001076196367005
sauber machen,3,2,1802645,0.0000016642211861,0.0000027737019768
aufräumen,53,14,1802645,0.0000294012409543,0.0000371676064894
sauber,79,24,1802645,0.0000438244912337,0.0000571382607224
klettern,42,20,1802645,0.0000232990966053,0.0000343939045125
Uhr,159,38,1802645,0.0000882037228628,0.0001092838578866
zumachen,83,12,1802645,0.0000460434528152,0.0000527003375595
Wolke,54,8,1802645,0.0000299559813496,0.0000343939045125
Mantel,18,2,1802645,0.0000099853271165,0.0000110948079073
Kaffee,83,29,1802645,0.0000460434528152,0.0000621309242807
kalt,281,68,1802645,0.0001558820510971,0.0001936043979819
Keks,34,3,1802645,0.0000188611734424,0.0000205253946284
Sofa,32,6,1802645,0.0000177516926516,0.0000210801350238
Deckel,129,37,1802645,0.0000715615110019,0.0000920869056303
Kuh,434,103,1802645,0.0002407573315878,0.0002978955923102
Krokodil,222,59,1802645,0.0001231523677707,0.0001558820510971
weinen,38,7,1802645,0.0000210801350238,0.0000249633177914
Becher,112,12,1802645,0.0000621309242807,0.0000687878090251
Tasse,54,11,1802645,0.0000299559813496,0.0000360581256986
tanzen,34,13,1802645,0.0000188611734424,0.0000260727985821
dunkel,116,29,1802645,0.0000643498858622,0.0000804373573277
Reh,15,6,1802645,0.0000083211059305,0.0000116495483026
Windel,74,27,1802645,0.0000410507892569,0.0000560287799317
schmutzig,11,4,1802645,0.0000061021443490,0.0000083211059305
Hund,177,49,1802645,0.0000981890499793,0.0001253713293521
Esel,41,13,1802645,0.0000227443562099,0.0000299559813496
Tür,404,104,1802645,0.0002241151197268,0.0002818081208446
malen,694,207,1802645,0.0003849898343823,0.0004998210962225
zeichnen,23,5,1802645,0.0000127590290934,0.0000155327310702
Schublade,18,2,1802645,0.0000099853271165,0.0000110948079073
Kleid,18,4,1802645,0.0000099853271165,0.0000122042886980
trinken,420,111,1802645,0.0002329909660527,0.0002945671499380
fahren,1421,348,1802645,0.0007882861018115,0.0009813357593980
trocknen,27,5,1802645,0.0000149779906748,0.0000177516926516
trocken,62,15,1802645,0.0000343939045125,0.0000427150104430
Ente,296,71,1802645,0.0001642031570276,0.0002035897250984
Ohr,84,14,1802645,0.0000465981932105,0.0000543645587456
essen,1097,300,1802645,0.0006085502137137,0.0007749723323228
Elefant,175,56,1802645,0.0000970795691886,0.0001281450313290
leer,102,23,1802645,0.0000565835203271,0.0000693425494204
Auge,123,29,1802645,0.0000682330686297,0.0000843205400952
Gesicht,111,20,1802645,0.0000615761838853,0.0000726709917926
fallen,78,19,1802645,0.0000432697508384,0.0000538098183503
schnell,931,251,1802645,0.0005164633080834,0.0006557031473196
füttern,11,2,1802645,0.0000061021443490,0.0000072116251397
Füße,114,33,1802645,0.0000632404050714,0.0000815468381184
finden,230,72,1802645,0.0001275902909336,0.0001675315993998
